Marca_Cod,Marca,Modelo_Cod,Modelo,Ano,Versao,Versao_Cod,Combustivel_Gasolina,Combustivel_Alcool,Consumo_Cidade_Gasolina,Consumo_Cidade_Alcool,Consumo_Estrada_Gasolina,Consumo_Estrada_Alcool,Chave_A,Chave_B,Combustivel
28,Nissan,393,SENTRA,2017,Sentra S 2.0 16V CVT (Flex),26089,Álcool,Gasolina,7.2,10.5,8.7,12.9,28-393-2017,28-393-26089-2017,FLEX
16,Honda,231,CIVIC,2001,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2001,16-231-30568-2001,FLEX
16,Honda,231,CIVIC,2021,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2021,16-231-30568-2021,FLEX
16,Honda,231,CIVIC,2017,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2017,16-231-30568-2017,FLEX
16,Honda,231,CIVIC,2019,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2019,16-231-30568-2019,FLEX
27,Mitsubishi,866,LANCER EVOLUTION,2012,Lancer Evolution X MR 4WD,13257,Gasolina,N/D,7.2,N/D,11.8,N/D,27-866-2012,27-866-13257-2012,GASOLINA
27,Mitsubishi,866,LANCER EVOLUTION,2011,Lancer Evolution X MR 4WD,8289,Gasolina,N/D,7.2,N/D,11.8,N/D,27-866-2011,27-866-8289-2011,GASOLINA
31,Renault,736,KANGOO EXPRESS,2017,Kangoo Express 1.6 16V (Flex),25344,Álcool,Gasolina,7.2,10.2,7.7,11.2,31-736-2017,31-736-25344-2017,FLEX
16,Honda,231,CIVIC,2016,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2016,16-231-30568-2016,FLEX
16,Honda,231,CIVIC,2015,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2015,16-231-30568-2015,FLEX
16,Honda,231,CIVIC,2014,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2014,16-231-30568-2014,FLEX
16,Honda,231,CIVIC,2013,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2013,16-231-30568-2013,FLEX
16,Honda,231,CIVIC,2018,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2018,16-231-30568-2018,FLEX
16,Honda,231,CIVIC,2012,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2012,16-231-30568-2012,FLEX
30,Porsche,420,911,2013,911 3.8 Carrera S Coupe,14920,Gasolina,N/D,7.2,N/D,14.1,N/D,30-420-2013,30-420-14920-2013,GASOLINA
30,Porsche,420,911,2012,911 Carrera S 3.8 Coupe,14915,Gasolina,N/D,7.2,N/D,14.1,N/D,30-420-2012,30-420-14915-2012,GASOLINA
16,Honda,231,CIVIC,2011,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2011,16-231-30568-2011,FLEX
27,Mitsubishi,866,LANCER EVOLUTION,2010,Lancer Evolution X 2.0 16V Turbo 4x4,6907,Gasolina,N/D,7.2,N/D,11.8,N/D,27-866-2010,27-866-6907-2010,GASOLINA
16,Honda,231,CIVIC,2006,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2006,16-231-30568-2006,FLEX
16,Honda,231,CIVIC,2009,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2009,16-231-30568-2009,FLEX
16,Honda,231,CIVIC,2008,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2008,16-231-30568-2008,FLEX
16,Honda,231,CIVIC,2020,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2020,16-231-30568-2020,FLEX
31,Renault,2243,FLUENCE,2013,Fluence 1.6 16V Expression (Flex),15210,Álcool,Gasolina,7.2,N/D,8.1,N/D,31-2243-2013,31-2243-15210-2013,FLEX
16,Honda,231,CIVIC,2007,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2007,16-231-30568-2007,FLEX
31,Renault,2717,CAPTUR,2021,Captur 1.6 Life CVT (PCD),30221,Álcool,Gasolina,7.2,10.5,8.1,11.7,31-2717-2021,31-2717-30221-2021,FLEX
16,Honda,231,CIVIC,2010,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2010,16-231-30568-2010,FLEX
31,Renault,2243,FLUENCE,2014,Fluence 1.6 16V Expression (Flex),15119,Álcool,Gasolina,7.2,N/D,8.1,N/D,31-2243-2014,31-2243-15119-2014,FLEX
31,Renault,2717,CAPTUR,2020,Captur 1.6 Life CVT,29702,Álcool,Gasolina,7.2,10.5,8.1,11.7,31-2717-2020,31-2717-29702-2020,FLEX
36,Volkswagen,779,SAVEIRO,1985,Saveiro LS 1.6,3157,N/D,N/D,7.2,N/D,8.7,N/D,36-779-1985,36-779-3157-1985,N/D
15,Ford,607,ECOSPORT,2011,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2011,15-607-30326-2011,FLEX
15,Ford,607,ECOSPORT,2013,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2013,15-607-30326-2013,FLEX
15,Ford,607,ECOSPORT,2012,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2012,15-607-30326-2012,FLEX
15,Ford,607,ECOSPORT,2004,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2004,15-607-30326-2004,FLEX
30,Porsche,735,CAYENNE,2018,Cayenne 3.6 V6 Platinum Edition 4WD,28102,Gasolina,Gasolina,7.1,N/D,8.4,N/D,30-735-2018,30-735-28102-2018,FLEX
31,Renault,2634,SANDERO STEPWAY,2015,Sandero Stepway 1.6 8V,21830,Álcool,Gasolina,7.1,N/D,9.8,N/D,31-2634-2015,31-2634-21830-2015,FLEX
15,Ford,607,ECOSPORT,2010,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2010,15-607-30326-2010,FLEX
15,Ford,607,ECOSPORT,2009,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2009,15-607-30326-2009,FLEX
15,Ford,607,ECOSPORT,2015,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2015,15-607-30326-2015,FLEX
15,Ford,607,ECOSPORT,2014,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2014,15-607-30326-2014,FLEX
30,Porsche,873,911 CABRIOLET,2013,911 Carrera S 3.8 Cabriolet,14800,Gasolina,N/D,7.1,N/D,13.9,N/D,30-873-2013,30-873-14800-2013,GASOLINA
15,Ford,607,ECOSPORT,2016,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2016,15-607-30326-2016,FLEX
15,Ford,607,ECOSPORT,2005,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2005,15-607-30326-2005,FLEX
15,Ford,607,ECOSPORT,2006,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2006,15-607-30326-2006,FLEX
30,Porsche,1053,PANAMERA,2014,Panamera 3.6 V6 PDK 4WD,15549,Gasolina,N/D,7.1,N/D,10,N/D,30-1053-2014,30-1053-15549-2014,GASOLINA
30,Porsche,1053,PANAMERA,2015,Panamera 3.6 V6 PDK 4WD,25453,Gasolina,N/D,7.1,N/D,10,N/D,30-1053-2015,30-1053-25453-2015,GASOLINA
15,Ford,607,ECOSPORT,2007,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2007,15-607-30326-2007,FLEX
15,Ford,607,ECOSPORT,2017,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2017,15-607-30326-2017,FLEX
15,Ford,607,ECOSPORT,2021,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2021,15-607-30326-2021,FLEX
15,Ford,607,ECOSPORT,2008,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2008,15-607-30326-2008,FLEX
30,Porsche,873,911 CABRIOLET,2012,911 3.8 Carrera S Cabriolet,14924,Gasolina,N/D,7.1,N/D,13.9,N/D,30-873-2012,30-873-14924-2012,GASOLINA
15,Ford,607,ECOSPORT,2020,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2020,15-607-30326-2020,FLEX
15,Ford,607,ECOSPORT,2019,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2019,15-607-30326-2019,FLEX
15,Ford,607,ECOSPORT,2003,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2003,15-607-30326-2003,FLEX
15,Ford,607,ECOSPORT,2018,Ecosport 1.5 SE Direct (Aut),30326,Álcool,Gasolina,7.1,10.3,8.6,12.6,15-607-2018,15-607-30326-2018,FLEX
3,Audi,847,RS4,2021,RS4 2.9 Tiptronic Quattro Avant,30714,Gasolina,N/D,7.1,N/D,9.2,N/D,3-847-2021,3-847-30714-2021,GASOLINA
35,Toyota,468,COROLLA,2013,Corolla Sedan 1.8 Dual VVT-i XLI (flex),13802,Álcool,Gasolina,7,N/D,9.6,N/D,35-468-2013,35-468-13802-2013,FLEX
35,Toyota,468,COROLLA,2014,Corolla Sedan 1.8 Dual VVT-i XLI (flex),15132,Álcool,Gasolina,7,10.2,9.6,13.5,35-468-2014,35-468-15132-2014,FLEX
40,Outras,465,CAMRY,2002,Camry XLE 3.0 24V,19484,Gasolina,N/D,7,N/D,9,N/D,40-465-2002,40-465-19484-2002,GASOLINA
40,Outras,468,COROLLA,2014,Corolla Sedan 1.8 Dual VVT-i XLI (flex),15132,Álcool,Gasolina,7,10.2,9.6,13.5,40-468-2014,40-468-15132-2014,FLEX
17,Hyundai,1082,IX35,2016,ix35 2.0 GL (Aut),30878,Álcool,Gasolina,7,10.4,8,11.6,17-1082-2016,17-1082-30878-2016,FLEX
40,Outras,468,COROLLA,2013,Corolla Sedan 1.8 Dual VVT-i XLI (flex),13802,Álcool,Gasolina,7,N/D,9.6,N/D,40-468-2013,40-468-13802-2013,FLEX
17,Hyundai,1082,IX35,2017,ix35 2.0 GL (Aut),30878,Álcool,Gasolina,7,10.4,8,11.6,17-1082-2017,17-1082-30878-2017,FLEX
36,Volkswagen,480,GOL,1987,Gol BX 1.6,1748,N/D,N/D,7,N/D,9,N/D,36-480-1987,36-480-1748-1987,N/D
40,Outras,465,CAMRY,1992,Camry XLE 3.0 24V,19671,Gasolina,N/D,7,N/D,9,N/D,40-465-1992,40-465-19671-1992,GASOLINA
36,Volkswagen,776,KOMBI,1982,Kombi 1.6,3203,N/D,N/D,7,N/D,9,N/D,36-776-1982,36-776-3203-1982,N/D
31,Renault,2320,DUSTER,2018,Duster 1.6 16V SCe Expression (Flex),27556,Álcool,Gasolina,7,10.2,7.4,10.8,31-2320-2018,31-2320-27556-2018,FLEX
36,Volkswagen,778,KOMBI PICK-UP,1992,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1992,36-778-3133-1992,N/D
36,Volkswagen,778,KOMBI PICK-UP,1991,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1991,36-778-3133-1991,N/D
36,Volkswagen,778,KOMBI PICK-UP,1990,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1990,36-778-3133-1990,N/D
36,Volkswagen,778,KOMBI PICK-UP,1993,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1993,36-778-3133-1993,N/D
36,Volkswagen,778,KOMBI PICK-UP,1994,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1994,36-778-3133-1994,N/D
36,Volkswagen,778,KOMBI PICK-UP,1995,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1995,36-778-3133-1995,N/D
36,Volkswagen,778,KOMBI PICK-UP,1989,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1989,36-778-3133-1989,N/D
36,Volkswagen,778,KOMBI PICK-UP,1988,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1988,36-778-3133-1988,N/D
36,Volkswagen,776,KOMBI,1981,Kombi 1.6,3203,N/D,N/D,7,N/D,9,N/D,36-776-1981,36-776-3203-1981,N/D
36,Volkswagen,778,KOMBI PICK-UP,1987,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1987,36-778-3133-1987,N/D
36,Volkswagen,776,KOMBI,1983,Kombi 1.6,3203,N/D,N/D,7,N/D,9,N/D,36-776-1983,36-776-3203-1983,N/D
31,Renault,2320,DUSTER,2017,Duster 1.6 16V Expression (Flex),26212,Álcool,Gasolina,7,10.2,7.4,10.8,31-2320-2017,31-2320-26212-2017,FLEX
36,Volkswagen,479,FUSCA,1993,Fusca 1600,17404,N/D,N/D,7,N/D,9,N/D,36-479-1993,36-479-17404-1993,N/D
36,Volkswagen,479,FUSCA,1994,Fusca 1600,17405,N/D,N/D,7,N/D,9,N/D,36-479-1994,36-479-17405-1994,N/D
17,Hyundai,1082,IX35,2022,ix35 2.0 GL (Aut),30878,Álcool,Gasolina,7,10.4,8,11.6,17-1082-2022,17-1082-30878-2022,FLEX
17,Hyundai,1082,IX35,2014,ix35 2.0 GL (Aut),30878,Álcool,Gasolina,7,10.4,8,11.6,17-1082-2014,17-1082-30878-2014,FLEX
36,Volkswagen,479,FUSCA,1995,Fusca 1600,17406,N/D,N/D,7,N/D,9,N/D,36-479-1995,36-479-17406-1995,N/D
36,Volkswagen,778,KOMBI PICK-UP,1984,Kombi Pick-Up 1.6 (cab. simples),3133,N/D,N/D,7,N/D,9,N/D,36-778-1984,36-778-3133-1984,N/D
36,Volkswagen,776,KOMBI,1985,Kombi 1.6,3203,N/D,N/D,7,N/D,9,N/D,36-776-1985,36-776-3203-1985,N/D
36,Volkswagen,776,KOMBI,1984,Kombi 1.6,3203,N/D,N/D,7,N/D,9,N/D,36-776-1984,36-776-3203-1984,N/D
17,Hyundai,1082,IX35,2015,ix35 2.0 GL (Aut),30878,Álcool,Gasolina,7,10.4,8,11.6,17-1082-2015,17-1082-30878-2015,FLEX
27,Mitsubishi,2244,ASX,2022,ASX 2.0 GLS (Aut),30841,Álcool,Gasolina,6.9,9.8,9.1,12.6,27-2244-2022,27-2244-30841-2022,FLEX
4,BMW,1077,X1,2021,X1 2.0 sDrive20i GP ActiveFlex,30597,Álcool,Gasolina,6.9,10,8.4,12.1,4-1077-2021,4-1077-30597-2021,FLEX
19,Jeep,2628,RENEGADE,2016,Renegade 1.8 (Aut),30381,Álcool,Gasolina,6.9,10,8.6,12.2,19-2628-2016,19-2628-30381-2016,FLEX
3,Audi,2380,Q3,2021,Q3 1.4 Prestige S-Tronic,30711,Gasolina,N/D,6.9,10.2,8.1,11.9,3-2380-2021,3-2380-30711-2021,GASOLINA
3,Audi,2380,Q3,2021,Q3 1.4 Prestige Plus S-Tronic,30710,Gasolina,N/D,6.9,10.2,8.1,11.9,3-2380-2021,3-2380-30710-2021,GASOLINA
3,Audi,2380,Q3,2021,Q3 1.4 Black S-Tronic,30709,Gasolina,N/D,6.9,10.2,8.1,11.9,3-2380-2021,3-2380-30709-2021,GASOLINA
3,Audi,2380,Q3,2021,Q3 1.4 Black S line S-Tronic,30708,Gasolina,N/D,6.9,10.2,8.1,11.9,3-2380-2021,3-2380-30708-2021,GASOLINA
19,Jeep,2628,RENEGADE,2021,Renegade 1.8 (Aut),30381,Álcool,Gasolina,6.9,10,8.6,12.2,19-2628-2021,19-2628-30381-2021,FLEX
19,Jeep,2628,RENEGADE,2017,Renegade 1.8 (Aut),30381,Álcool,Gasolina,6.9,10,8.6,12.2,19-2628-2017,19-2628-30381-2017,FLEX
27,Mitsubishi,915,OUTLANDER,2021,Outlander Sport 2.0 GLS (Aut),30288,Álcool,Gasolina,6.9,9.8,9.1,12.6,27-915-2021,27-915-30288-2021,FLEX
38,Volvo,994,XC60,2013,XC60 2.0 T5 Dynamic,14688,Gasolina,N/D,6.9,N/D,8.7,N/D,38-994-2013,38-994-14688-2013,GASOLINA
38,Volvo,994,XC60,2014,XC60 2.0 T5 Dynamic PowerShift,15345,N/D,N/D,6.9,N/D,8.7,N/D,38-994-2014,38-994-15345-2014,N/D
27,Mitsubishi,2244,ASX,2020,ASX 2.0 GLS,29421,Álcool,Gasolina,6.9,9.8,9.1,12.6,27-2244-2020,27-2244-29421-2020,FLEX
27,Mitsubishi,2244,ASX,2021,ASX 2.0 GLS (Aut),30314,Álcool,Gasolina,6.9,9.8,9.1,12.6,27-2244-2021,27-2244-30314-2021,FLEX
27,Mitsubishi,2244,ASX,2019,ASX 2.0 CVT,29116,Álcool,Gasolina,6.9,9.8,9.1,12.6,27-2244-2019,27-2244-29116-2019,FLEX
19,Jeep,2628,RENEGADE,2018,Renegade 1.8 (Aut),30381,Álcool,Gasolina,6.9,10,8.6,12.2,19-2628-2018,19-2628-30381-2018,FLEX
19,Jeep,2628,RENEGADE,2020,Renegade 1.8 (Aut),30381,Álcool,Gasolina,6.9,10,8.6,12.2,19-2628-2020,19-2628-30381-2020,FLEX
19,Jeep,2628,RENEGADE,2019,Renegade 1.8 (Aut),30381,Álcool,Gasolina,6.9,10,8.6,12.2,19-2628-2019,19-2628-30381-2019,FLEX
29,Peugeot,948,207,2009,207 Hatch Active 1.4 (Flex),17866,Álcool,Gasolina,6.8,10.6,8.7,13.7,29-948-2009,29-948-17866-2009,FLEX
29,Peugeot,2636,2008,2019,2008 Allure Business 1.6 16V (Aut) (Flex),28916,Álcool,Gasolina,6.8,9.4,7.9,11,29-2636-2019,29-2636-28916-2019,FLEX
29,Peugeot,949,207 SEDAN,2015,207 Sedan Active 1.4 (Flex),17867,Álcool,Gasolina,6.8,10.6,8.7,13.7,29-949-2015,29-949-17867-2015,FLEX
29,Peugeot,2636,2008,2017,2008 Allure Business 1.6 16V (Aut) (Flex),27691,N/D,N/D,6.8,9.4,7.9,11,29-2636-2017,29-2636-27691-2017,N/D
29,Peugeot,948,207,2010,207 Hatch Active 1.4 (Flex),17866,Álcool,Gasolina,6.8,10.6,8.7,13.7,29-948-2010,29-948-17866-2010,FLEX
29,Peugeot,949,207 SEDAN,2013,207 Passion XR 1.4 8V (flex),14059,Álcool,Gasolina,6.8,N/D,8.7,N/D,29-949-2013,29-949-14059-2013,FLEX
29,Peugeot,2636,2008,2018,2008 Allure Business 1.6 16V (Aut) (Flex),28479,Álcool,Gasolina,6.8,9.4,7.9,11,29-2636-2018,29-2636-28479-2018,FLEX
29,Peugeot,948,207,2014,207 Hatch Active 1.4 (Flex),15521,Álcool,Gasolina,6.8,10.6,8.7,13.7,29-948-2014,29-948-15521-2014,FLEX
29,Peugeot,948,207,2015,207 Hatch Active 1.4 (Flex),17866,Álcool,Gasolina,6.8,10.6,8.7,13.7,29-948-2015,29-948-17866-2015,FLEX
31,Renault,2243,FLUENCE,2015,Fluence 2.0 16V Dynamique (Flex),21889,Álcool,Gasolina,6.8,10.2,9.2,14.1,31-2243-2015,31-2243-21889-2015,FLEX
29,Peugeot,948,207,2012,207 Hatch Active 1.4 (Flex),17866,Álcool,Gasolina,6.8,10.6,8.7,13.7,29-948-2012,29-948-17866-2012,FLEX
29,Peugeot,948,207,2011,207 Hatch Active 1.4 (Flex),17866,Álcool,Gasolina,6.8,10.6,8.7,13.7,29-948-2011,29-948-17866-2011,FLEX
29,Peugeot,950,207 SW,2013,207 SW XR 1.4 8V (flex),14029,Álcool,Gasolina,6.8,N/D,8.7,N/D,29-950-2013,29-950-14029-2013,FLEX
29,Peugeot,987,207 SW ESCAPADE,2013,207 SW Escapade 1.6 16V (flex),14600,Álcool,Gasolina,6.8,N/D,8.7,N/D,29-987-2013,29-987-14600-2013,FLEX
29,Peugeot,732,PARTNER,2020,Partner 1.6 Furgão,29782,Álcool,Gasolina,6.7,9.6,7,10,29-732-2020,29-732-29782-2020,FLEX
28,Nissan,393,SENTRA,2019,Sentra S 2.0 CVT (Flex),28854,Álcool,Gasolina,6.7,9.9,9.1,12.6,28-393-2019,28-393-28854-2019,FLEX
29,Peugeot,732,PARTNER,2021,Partner 1.6 Furgão,30728,Álcool,Gasolina,6.7,9.6,7,10,29-732-2021,29-732-30728-2021,FLEX
31,Renault,2320,DUSTER,2015,Duster 1.6 16V (Flex),17813,Álcool,Gasolina,6.7,10,7.4,10.7,31-2320-2015,31-2320-17813-2015,FLEX
100,Caoa Chery,2772,TIGGO 5X,2022,Tiggo 5X 1.5T DCT,30866,Álcool,Gasolina,6.7,9.8,8,11.7,100-2772-2022,100-2772-30866-2022,FLEX
31,Renault,2320,DUSTER,2014,Duster 1.6 16V (Flex),15110,Álcool,Gasolina,6.7,N/D,7.4,N/D,31-2320-2014,31-2320-15110-2014,FLEX
28,Nissan,393,SENTRA,2018,Sentra S 2.0 16V CVT (Flex),27813,Álcool,Gasolina,6.7,9.9,9.1,12.7,28-393-2018,28-393-27813-2018,FLEX
28,Nissan,393,SENTRA,2020,Sentra 2.0 S CVT,29704,Álcool,Gasolina,6.7,9.9,9.1,12.6,28-393-2020,28-393-29704-2020,FLEX
100,Caoa Chery,2777,TIGGO 7,2022,Tiggo 7 1.5T TXS DCT,30868,Álcool,Gasolina,6.6,9.7,7.6,10.9,100-2777-2022,100-2777-30868-2022,FLEX
3,Audi,2785,Q8,2021,Q8 3.0 Performance Black Quattro,30712,Gasolina,N/D,6.6,N/D,7,N/D,3-2785-2021,3-2785-30712-2021,GASOLINA
3,Audi,2785,Q8,2021,Q8 3.0 Performance Quattro,30713,Gasolina,N/D,6.6,N/D,7,N/D,3-2785-2021,3-2785-30713-2021,GASOLINA
20,Kia,885,CERATO,2013,Cerato 2.0 Flex SX E497,31095,Álcool,Gasolina,6.5,9.6,9.3,13.1,20-885-2013,20-885-31095-2013,FLEX
20,Kia,885,CERATO,2014,Cerato 2.0 Flex SX E497,31095,Álcool,Gasolina,6.5,9.6,9.3,13.1,20-885-2014,20-885-31095-2014,FLEX
20,Kia,885,CERATO,2010,Cerato 2.0 Flex SX E497,31095,Álcool,Gasolina,6.5,9.6,9.3,13.1,20-885-2010,20-885-31095-2010,FLEX
20,Kia,885,CERATO,2011,Cerato 2.0 Flex SX E497,31095,Álcool,Gasolina,6.5,9.6,9.3,13.1,20-885-2011,20-885-31095-2011,FLEX
31,Renault,2634,SANDERO STEPWAY,2014,Sandero Stepway 1.6 8V (flex),15131,Álcool,Gasolina,6.5,N/D,8.5,N/D,31-2634-2014,31-2634-15131-2014,FLEX
30,Porsche,873,911 CABRIOLET,2014,911 Carrera S Cabriolet 3.8 PDK 4WD,15536,Gasolina,N/D,6.5,N/D,10.4,N/D,30-873-2014,30-873-15536-2014,GASOLINA
30,Porsche,420,911,2014,911 Carrera S 3.8,15538,Gasolina,N/D,6.5,N/D,10.2,N/D,30-420-2014,30-420-15538-2014,GASOLINA
20,Kia,885,CERATO,2022,Cerato 2.0 Flex SX E497,31095,Álcool,Gasolina,6.5,9.6,9.3,13.1,20-885-2022,20-885-31095-2022,FLEX
12,Dodge,957,JOURNEY,2018,Journey RT 3.6 V6,28557,Gasolina,N/D,6.5,N/D,9.3,N/D,12-957-2018,12-957-28557-2018,GASOLINA
27,Mitsubishi,874,PAJERO TR4,2014,Pajero TR4 2.0 16V 4x2 (Flex),15205,Álcool,Gasolina,6.5,N/D,N/D,N/D,27-874-2014,27-874-15205-2014,FLEX
27,Mitsubishi,874,PAJERO TR4,2013,Pajero TR4 2.0 16V 4x2 (Flex),14407,Álcool,Gasolina,6.5,N/D,N/D,N/D,27-874-2013,27-874-14407-2013,FLEX
30,Porsche,873,911 CABRIOLET,2015,911 3.8 Cabriolet Carrera S PDK,25436,Gasolina,N/D,6.5,N/D,10.4,N/D,30-873-2015,30-873-25436-2015,GASOLINA
27,Mitsubishi,874,PAJERO TR4,2012,Pajero TR4 2.0 16V 4x2 (Flex),13527,Álcool,Gasolina,6.5,N/D,N/D,N/D,27-874-2012,27-874-13527-2012,FLEX
27,Mitsubishi,874,PAJERO TR4,2011,Pajero TR4 2.0 16V (Flex),6247,Álcool,Gasolina,6.5,N/D,N/D,N/D,27-874-2011,27-874-6247-2011,FLEX
27,Mitsubishi,874,PAJERO TR4,2010,Pajero TR4 GLS 2.0 16V (flex),7659,Álcool,Gasolina,6.5,N/D,N/D,N/D,27-874-2010,27-874-7659-2010,FLEX
30,Porsche,873,911 CABRIOLET,2017,911 3.0 Carrera Cabriolet,26200,Gasolina,N/D,6.5,N/D,10.4,N/D,30-873-2017,30-873-26200-2017,GASOLINA
30,Porsche,420,911,2017,911 3.0 Carrera Coupe PDK,26201,Gasolina,N/D,6.5,N/D,10.4,N/D,30-420-2017,30-420-26201-2017,GASOLINA
30,Porsche,420,911,2015,911 3.8 Carrera S PDK,25441,Gasolina,N/D,6.5,N/D,10.2,N/D,30-420-2015,30-420-25441-2015,GASOLINA
14,Fiat,2667,TORO,2017,Toro 1.8 Endurance (Aut),31109,Álcool,Gasolina,6.4,9.5,7.8,11.2,14-2667-2017,14-2667-31109-2017,FLEX
14,Fiat,2667,TORO,2022,Toro 1.8 Endurance (Aut),31109,Álcool,Gasolina,6.4,9.5,7.8,11.2,14-2667-2022,14-2667-31109-2022,FLEX
30,Porsche,873,911 CABRIOLET,2011,911 Carrera S Cabriolet 3.8,8474,Gasolina,N/D,6.4,N/D,13.8,N/D,30-873-2011,30-873-8474-2011,GASOLINA
14,Fiat,2667,TORO,2016,Toro 1.8 Endurance (Aut),31109,Álcool,Gasolina,6.4,9.5,7.8,11.2,14-2667-2016,14-2667-31109-2016,FLEX
14,Fiat,2667,TORO,2020,Toro 1.8 Endurance (Aut),31109,Álcool,Gasolina,6.4,9.5,7.8,11.2,14-2667-2020,14-2667-31109-2020,FLEX
14,Fiat,2667,TORO,2018,Toro 1.8 Endurance (Aut),31109,Álcool,Gasolina,6.4,9.5,7.8,11.2,14-2667-2018,14-2667-31109-2018,FLEX
14,Fiat,2667,TORO,2019,Toro 1.8 Endurance (Aut),31109,Álcool,Gasolina,6.4,9.5,7.8,11.2,14-2667-2019,14-2667-31109-2019,FLEX
31,Renault,2243,FLUENCE,2017,Fluence 2.0 16V Dynamique (Flex),27195,Álcool,Gasolina,6.4,9.5,8.1,11.8,31-2243-2017,31-2243-27195-2017,FLEX
31,Renault,2243,FLUENCE,2016,Fluence 2.0 16V Dynamique (Flex),22395,Álcool,Gasolina,6.4,9.5,8.1,11.8,31-2243-2016,31-2243-22395-2016,FLEX
